"","index_id","index_batch","library_id","extraction_id","sample_id","library_input_dna","library_PCR_cycles","index_adaptors_molarity","index_library_molarity","index_volume","index_library_moles"
"506","ABL68E1L1I1","INB0020","ABL68E1L1","ABL68E1","ABL68",33.6,13,0.21,0.05,32,2
"507","ABT87E1L1I1","INB0020","ABT87E1L1","ABT87E1","ABT87",42.7,13,1.05,3.25,32,104
"508","ABH58E1L1I1","INB0020","ABH58E1L1","ABH58E1","ABH58",83.3,13,1.34,2.05,32,66
"509","ABM07E1L1I1","INB0020","ABM07E1L1","ABM07E1","ABM07",102.7,13,0.29,4.32,32,138
"510","ABH62E1L1I1","INB0020","ABH62E1L1","ABH62E1","ABH62",128.6,13,0.43,7.12,32,228
"511","ABT03E1L1I1","INB0020","ABT03E1L1","ABT03E1","ABT03",9.7,13,2.02,18.22,32,583
"512","ABH56E1L1I1","INB0020","ABH56E1L1","ABH56E1","ABH56",200,13,1.25,5.05,32,162
"513","ACP14E1L1I1","INB0020","ACP14E1L1","ACP14E1","ACP14",1.8,16,1.03,12.59,32,403
"514","ACH41E1L1I1","INB0020","ACH41E1L1","ACH41E1","ACH41",3.6,16,2.4,3.77,32,121
"515","ABU40E1L1I1","INB0020","ABU40E1L1","ABU40E1","ABU40",158.4,16,1.32,16.54,32,529
"516","ABC65E1L1I1","INB0020","ABC65E1L1","ABC65E1","ABC65",7.9,16,2.76,0.98,32,31
"517","ABT33E1L1I1","INB0020","ABT33E1L1","ABT33E1","ABT33",1.4,16,5.42,1.75,32,56
"518","ABT86E1L1I1","INB0020","ABT86E1L1","ABT86E1","ABT86",17.5,16,2.97,5.56,32,178
"519","ABU61E1L1I1","INB0020","ABU61E1L1","ABU61E1","ABU61",0,19,19.29,0.32,32,10
"520","ABU62E1L1I1","INB0020","ABU62E1L1","ABU62E1","ABU62",0,19,21.11,0.67,32,21
"521","ABU38E1L1I1","INB0020","ABU38E1L1","ABU38E1","ABU38",0,19,19.08,0.68,32,22
"522","ABC67E1L1I1","INB0020","ABC67E1L1","ABC67E1","ABC67",0,19,11.42,0.88,32,28
"523","ADU90E1L1I1","INB0020","ADU90E1L1","ADU90E1","ADU90",1.5,19,9.96,3.03,32,97
"524","ACP10E1L1I1","INB0020","ACP10E1L1","ACP10E1","ACP10",4.2,19,6.67,5.78,32,185
"525","C1_EXB0018E1L1I1","INB0020","C1_EXB0018E1L1","C1_EXB0018E1","C1_EXB0018",0,19,9.14,0.07,32,2
"526","ADU85E1L1I1","INB0020","ADU85E1L1","ADU85E1","ADU85",0,19,19.72,0.36,32,12
"527","ABM15E1L1I1","INB0020","ABM15E1L1","ABM15E1","ABM15",0,19,13.28,0.14,32,4
"528","ABM17E1L1I1","INB0020","ABM17E1L1","ABM17E1","ABM17",0,19,20.99,0.61,32,20
"529","ACP21E1L1I1","INB0020","ACP21E1L1","ACP21E1","ACP21",4.5,19,9.08,1.76,32,56
"530","ABU49E1L1I1","INB0020","ABU49E1L1","ABU49E1","ABU49",0,19,9.05,1.37,32,44
"531","C1_EXB0017E1L1I1","INB0020","C1_EXB0017E1L1","C1_EXB0017E1","C1_EXB0017",0,19,NA,NA,32,0
"532","ABT43E1L1I1","INB0020","ABT43E1L1","ABT43E1","ABT43",0,19,56.15,3.37,32,108
"533","ABT47E1L1I1","INB0020","ABT47E1L1","ABT47E1","ABT47",1.4,19,3.33,0.24,32,8
"534","ABT13E1L1I1","INB0020","ABT13E1L1","ABT13E1","ABT13",4.1,19,7.08,2.47,32,79
"535","ADA67E1L1I2","INB0021","ADA67E1L1","ADA67E1","ADA67",22.4,7,0.17,0.73,32,23
"536","ADK23E1L2I2","INB0021","ADK23E1L2","ADK23E1","ADK23",193,7,0.16,0.51,32,16
"537","ABS28E1L1I2","INB0021","ABS28E1L1","ABS28E1","ABS28",83.8,7,0.61,2.19,32,70
"538","ABH60E1L1I2","INB0021","ABH60E1L1","ABH60E1","ABH60",184.8,10,0.85,0.69,32,22
"539","ABT11E1L1I2","INB0021","ABT11E1L1","ABT11E1","ABT11",170.4,10,1.25,21.11,32,676
"540","ABL88E1L1I2","INB0021","ABL88E1L1","ABL88E1","ABL88",75.1,10,1.47,8.39,32,268
"541","ABU54E1L1I2","INB0021","ABU54E1L1","ABU54E1","ABU54",200,10,0.64,6.62,32,212
"542","ABT15E1L1I2","INB0021","ABT15E1L1","ABT15E1","ABT15",200,10,0.3,3.64,32,117
"543","ACP13E1L1I2","INB0021","ACP13E1L1","ACP13E1","ACP13",13.3,10,2.56,0.4,32,13
"544","ACP12E1L1I2","INB0021","ACP12E1L1","ACP12E1","ACP12",8.2,10,0.94,0.23,32,7
"545","AAM53E1L2I2","INB0021","AAM53E1L2","AAM53E1","AAM53",74.4,10,1.81,1.67,32,53
"546","ABG57E1L2I2","INB0021","ABG57E1L2","ABG57E1","ABG57",199.2,10,0.83,0.67,32,21
"547","ADK10E1L2I2","INB0021","ADK10E1L2","ADK10E1","ADK10",42.2,10,0.79,0.96,32,31
"548","ABL68E1L1I2","INB0021","ABL68E1L1","ABL68E1","ABL68",33.6,13,0.82,0.11,32,4
"549","ABT87E1L1I2","INB0021","ABT87E1L1","ABT87E1","ABT87",42.7,13,0.84,3.58,32,115
"550","ABH58E1L1I2","INB0021","ABH58E1L1","ABH58E1","ABH58",83.3,13,1.35,3.04,32,97
"551","ABM07E1L1I2","INB0021","ABM07E1L1","ABM07E1","ABM07",102.7,13,0.53,1.39,32,44
"552","ABH62E1L1I2","INB0021","ABH62E1L1","ABH62E1","ABH62",128.6,13,0.53,2.27,32,73
"553","ABT03E1L1I2","INB0021","ABT03E1L1","ABT03E1","ABT03",9.7,13,1.88,5.37,32,172
"554","ABH56E1L1I2","INB0021","ABH56E1L1","ABH56E1","ABH56",200,13,0.38,1.77,32,57
"555","ACP14E1L1I2","INB0021","ACP14E1L1","ACP14E1","ACP14",1.8,16,1.18,3.81,32,122
"556","ACH41E1L1I2","INB0021","ACH41E1L1","ACH41E1","ACH41",3.6,16,14.88,1.72,32,55
"557","ABU40E1L1I2","INB0021","ABU40E1L1","ABU40E1","ABU40",158.4,16,0.85,9.22,32,295
"558","ABC65E1L1I2","INB0021","ABC65E1L1","ABC65E1","ABC65",7.9,16,3.58,1.55,32,50
"559","ABT33E1L1I2","INB0021","ABT33E1L1","ABT33E1","ABT33",1.4,16,8.95,3.87,32,124
"560","ABT86E1L1I2","INB0021","ABT86E1L1","ABT86E1","ABT86",17.5,16,2.04,4.97,32,159
"561","ABU61E1L1I2","INB0021","ABU61E1L1","ABU61E1","ABU61",0,19,24.29,0.86,32,27
"562","ABU62E1L1I2","INB0021","ABU62E1L1","ABU62E1","ABU62",0,19,25.66,1.43,32,46
"563","ABU38E1L1I2","INB0021","ABU38E1L1","ABU38E1","ABU38",0,19,25.21,1.12,32,36
"564","ABC67E1L1I2","INB0021","ABC67E1L1","ABC67E1","ABC67",0,19,18.09,0.51,32,16
"565","ADU90E1L1I2","INB0021","ADU90E1L1","ADU90E1","ADU90",1.5,19,18.5,3.7,32,118
"566","ACP10E1L1I2","INB0021","ACP10E1L1","ACP10E1","ACP10",4.2,19,13,4.96,32,159
"567","C1_EXB0018E1L1I2","INB0021","C1_EXB0018E1L1","C1_EXB0018E1","C1_EXB0018",0,19,20.81,0.31,32,10
"568","ADU85E1L1I2","INB0021","ADU85E1L1","ADU85E1","ADU85",0,19,8.08,0.04,32,1
"569","ABM15E1L1I2","INB0021","ABM15E1L1","ABM15E1","ABM15",0,19,28.23,1.36,32,43
"570","ABM17E1L1I2","INB0021","ABM17E1L1","ABM17E1","ABM17",0,19,18.3,0.55,32,18
"571","ACP21E1L1I2","INB0021","ACP21E1L1","ACP21E1","ACP21",4.5,19,8.47,2.18,32,70
"572","ABU49E1L1I2","INB0021","ABU49E1L1","ABU49E1","ABU49",0,19,18.67,0.58,32,19
"573","C1_EXB0017E1L1I2","INB0021","C1_EXB0017E1L1","C1_EXB0017E1","C1_EXB0017",0,19,25.12,0.74,32,24
"574","ABT43E1L1I2","INB0021","ABT43E1L1","ABT43E1","ABT43",0,19,36.32,3.73,32,120
"575","ABT47E1L1I2","INB0021","ABT47E1L1","ABT47E1","ABT47",1.4,19,19.81,2.1,32,67
"576","ABT13E1L1I2","INB0021","ABT13E1L1","ABT13E1","ABT13",4.1,19,10.45,3.63,32,116
"577","ABU28E2L1I1","INB0022","ABU28E2L1","ABU28E2","ABU28",91,7,0.9,0.43,20,9
"578","ABU57E2L1I1","INB0022","ABU57E2L1","ABU57E2","ABU57",173.8,7,1.24,0.62,20,12
"579","ABU59E2L1I1","INB0022","ABU59E2L1","ABU59E2","ABU59",110.9,7,0.14,0.16,20,3
"580","ABT71E2L1I1","INB0022","ABT71E2L1","ABT71E2","ABT71",200,7,0.15,0.3,20,6
"581","ABT53E2L1I1","INB0022","ABT53E2L1","ABT53E2","ABT53",28.8,7,0.34,0.08,20,2
"582","ABT55E2L1I1","INB0022","ABT55E2L1","ABT55E2","ABT55",61,7,0.29,0.27,20,5
"583","ABU55E2L1I1","INB0022","ABU55E2L1","ABU55E2","ABU55",200,7,1.54,0.23,20,5
"584","ABT69E2L1I1","INB0022","ABT69E2L1","ABT69E2","ABT69",63.4,10,0.6,0.07,20,1
"585","ABT68E2L1I1","INB0022","ABT68E2L1","ABT68E2","ABT68",128.4,10,0.62,0.15,20,3
"586","ABU30E2L1I1","INB0022","ABU30E2L1","ABU30E2","ABU30",15.8,10,2.59,0.06,20,1
"587","ABU44E2L1I1","INB0022","ABU44E2L1","ABU44E2","ABU44",16.1,10,1.01,0.01,20,0
"588","C1_EXB0016E1L1I1","INB0022","C1_EXB0016E1L1","C1_EXB0016E1","C1_EXB0016",13.2,10,1.45,0.55,20,11
"589","AEK07E2L1I1","INB0022","AEK07E2L1","AEK07E2","AEK07",5.3,10,1.05,0.49,20,10
"590","ABT51E2L1I1","INB0022","ABT51E2L1","ABT51E2","ABT51",33.4,10,0.17,0.03,20,1
"591","AAT07E2L1I1","INB0022","AAT07E2L1","AAT07E2","AAT07",3.8,13,0.42,0.01,20,0
"592","AAT09E2L1I1","INB0022","AAT09E2L1","AAT09E2","AAT09",2.6,16,0.17,0.01,20,0
"593","ABU40E1L2I1","INB0024","ABU40E1L2","ABU40E1","ABU40",132,7,1.55,1.45,32,46
"594","ABT55E2L2I1","INB0024","ABT55E2L2","ABT55E2","ABT55",25.4,7,0.42,1.4,32,45
"595","ABU57E2L2I1","INB0024","ABU57E2L2","ABU57E2","ABU57",144.8,7,1.04,4.26,32,136
"596","ABU59E2L2I1","INB0024","ABU59E2L2","ABU59E2","ABU59",83.2,7,1.44,1.48,32,48
"597","ABL68E1L2I1","INB0024","ABL68E1L2","ABL68E1","ABL68",28,10,0.77,1.82,32,58
"598","ABH56E1L2I1","INB0024","ABH56E1L2","ABH56E1","ABH56",173.2,10,1.78,6.67,32,213
"599","ABU28E2L2I1","INB0024","ABU28E2L2","ABU28E2","ABU28",75.8,10,1.08,7.01,32,224
"600","ABU30E2L2I1","INB0024","ABU30E2L2","ABU30E2","ABU30",13.2,10,0.39,3.13,32,100
"601","ABU55E2L2I1","INB0024","ABU55E2L2","ABU55E2","ABU55",175.1,10,0.29,1.97,32,63
"602","ABT71E2L2I1","INB0024","ABT71E2L2","ABT71E2","ABT71",99.6,10,0.64,5.79,32,185
"603","ABT69E2L2I1","INB0024","ABT69E2L2","ABT69E2","ABT69",52.8,10,0.12,1.23,32,39
"604","ABT68E2L2I1","INB0024","ABT68E2L2","ABT68E2","ABT68",80.3,10,0.07,1.65,32,53
"605","ABT47E1L2I1","INB0024","ABT47E1L2","ABT47E1","ABT47",0.6,13,0.29,1.03,32,33
"606","ABT51E2L2I1","INB0024","ABT51E2L2","ABT51E2","ABT51",19.5,13,0.78,1.5,32,48
"607","ABU44E2L2I1","INB0024","ABU44E2L2","ABU44E2","ABU44",13.4,13,0.67,5.79,32,185
"608","C1_EXB0016E1L2I1","INB0024","C1_EXB0016E1L2","C1_EXB0016E1","C1_EXB0016",6.9,13,1.26,6.42,32,206
"609","ACP21E1L2I1","INB0024","ACP21E1L2","ACP21E1","ACP21",3.8,16,1.37,1.39,32,44
"610","ADU90E1L2I1","INB0024","ADU90E1L2","ADU90E1","ADU90",1.2,16,6.33,2.36,32,75
"611","ABT33E1L2I1","INB0024","ABT33E1L2","ABT33E1","ABT33",1.1,16,7.87,2.15,32,69
"612","ABU62E1L2I1","INB0024","ABU62E1L2","ABU62E1","ABU62",0,16,8.71,1.38,32,44
"613","AEK07E2L2I1","INB0024","AEK07E2L2","AEK07E2","AEK07",4.4,16,1.3,3.66,32,117
"614","AAT07E2L2I1","INB0024","AAT07E2L2","AAT07E2","AAT07",0.8,16,2.82,2.77,32,88
"615","ABT53E2L2I1","INB0024","ABT53E2L2","ABT53E2","ABT53",21.6,16,4.07,1.39,32,44
"616","ABU61E1L2I1","INB0024","ABU61E1L2","ABU61E1","ABU61",0,19,20.7,1.18,32,38
"617","AAT09E2L2I1","INB0024","AAT09E2L2","AAT09E2","AAT09",2.2,19,17.89,0.32,32,10
"618","AFN12E1L1I1","INB0023","AFN12E1L1","AFN12E1","AFN12",30.6,7,0.15,1.15,20,23
"619","ACJ39E1L1I1","INB0023","ACJ39E1L1","ACJ39E1","ACJ39",26.8,7,13.25,34.97,20,699
"620","AFN08E1L1I1","INB0023","AFN08E1L1","AFN08E1","AFN08",6.8,10,0.17,2.06,20,41
"621","ACE28E1L1I1","INB0023","ACE28E1L1","ACE28E1","ACE28",13.6,10,0.07,6.7,20,134
"622","C1_EXB0020E1L1I1","INB0023","C1_EXB0020E1L1","C1_EXB0020E1","C1_EXB0020",9.2,10,1.18,7.86,20,157
"623","AFN28E1L1I1","INB0023","AFN28E1L1","AFN28E1","AFN28",5.3,10,0.72,1.6,20,32
"624","AFN06E1L1I1","INB0023","AFN06E1L1","AFN06E1","AFN06",15.1,10,0.41,0.72,20,14
"625","AFN10E1L1I1","INB0023","AFN10E1L1","AFN10E1","AFN10",5.6,10,0.22,1.57,20,31
"626","AFN29E1L1I1","INB0023","AFN29E1L1","AFN29E1","AFN29",2.5,13,0.22,4.81,20,96
"627","ACD90E1L1I1","INB0023","ACD90E1L1","ACD90E1","ACD90",2,13,0.37,2.75,20,55
"628","AFN23E1L1I1","INB0023","AFN23E1L1","AFN23E1","AFN23",2.5,16,1.29,9.43,20,189
"629","AFN31E1L1I1","INB0023","AFN31E1L1","AFN31E1","AFN31",2.5,16,1.12,2.6,20,52
"630","ACD03E1L1I1","INB0023","ACD03E1L1","ACD03E1","ACD03",0,16,1.05,2.05,20,41
"631","ACE34E1L1I1","INB0023","ACE34E1L1","ACE34E1","ACE34",0,16,1.15,2.29,20,46
"632","ACD79E1L1I1","INB0023","ACD79E1L1","ACD79E1","ACD79",1.1,16,0.92,2.59,20,52
"633","ACJ37E1L1I1","INB0023","ACJ37E1L1","ACJ37E1","ACJ37",2.1,19,0.43,0.46,20,9
"634","ABC64E1L1I1","INB0025","ABC64E1L1","ABC64E1","ABC64",176.4,7,1.21,5.56,20,111
"635","ACP23E1L1I1","INB0025","ACP23E1L1","ACP23E1","ACP23",60.4,7,0.65,7.05,20,141
"636","ABD12E1L1I1","INB0025","ABD12E1L1","ABD12E1","ABD12",132.6,7,0.65,3.62,20,72
"637","ABC73E1L1I1","INB0025","ABC73E1L1","ABC73E1","ABC73",51.2,7,1.13,4.09,20,82
"638","ACP19E1L1I1","INB0025","ACP19E1L1","ACP19E1","ACP19",24.8,7,0.19,4.17,20,83
"639","ACH69E1L1I1","INB0025","ACH69E1L1","ACH69E1","ACH69",22.6,7,0.51,5.98,20,120
"640","ABC84E1L1I1","INB0025","ABC84E1L1","ABC84E1","ABC84",20.6,10,1,1.87,20,37
"641","ACP22E1L1I1","INB0025","ACP22E1L1","ACP22E1","ACP22",20.6,10,0.46,5.28,20,106
"642","ACP16E1L1I1","INB0025","ACP16E1L1","ACP16E1","ACP16",9.2,10,0.63,2.42,20,48
"643","ACP06E1L1I1","INB0025","ACP06E1L1","ACP06E1","ACP06",8.8,10,0.54,0.39,20,8
"644","ADV11E1L1I1","INB0025","ADV11E1L1","ADV11E1","ADV11",1.2,13,0.65,1.87,20,37
"645","ADV02E1L1I1","INB0025","ADV02E1L1","ADV02E1","ADV02",1.2,13,0.43,3.01,20,60
"646","ACP15E1L1I1","INB0025","ACP15E1L1","ACP15E1","ACP15",0,16,1.11,6.55,20,131
"647","ADU83E1L1I1","INB0025","ADU83E1L1","ADU83E1","ADU83",0,16,2.26,4.9,20,98
"648","ADU88E1L1I1","INB0025","ADU88E1L1","ADU88E1","ADU88",0,19,19.42,5.33,20,107
"649","C1_EXB0019E1L1I1","INB0025","C1_EXB0019E1L1","C1_EXB0019E1","C1_EXB0019",0,19,17.25,1.4,20,28
"650","AAN04E1L1I2","INB0027","AAN04E1L1","AAN04E1","AAN04",197,10,0.99,18.9,32,605
"651","ADM55E1L1I2","INB0027","ADM55E1L1","ADM55E1","ADM55",199.5,10,0.48,22.99,32,736
"652","ABW28E1L1I2","INB0027","ABW28E1L1","ABW28E1","ABW28",90.5,13,0.56,24.29,32,777
"653","ABW32E1L1I2","INB0027","ABW32E1L1","ABW32E1","ABW32",53.5,13,0.67,22.82,32,730
"654","ABW34E1L1I2","INB0027","ABW34E1L1","ABW34E1","ABW34",144.7,13,0.56,16.92,32,541
"655","ABW36E1L1I2","INB0027","ABW36E1L1","ABW36E1","ABW36",73.9,13,0.96,21.61,32,692
"656","ABW37E1L1I2","INB0027","ABW37E1L1","ABW37E1","ABW37",152.6,13,0.83,16.56,32,530
"657","ABW39E1L1I2","INB0027","ABW39E1L1","ABW39E1","ABW39",135.8,13,0.81,23.85,32,763
"658","ABG37E1L1I2","INB0027","ABG37E1L1","ABG37E1","ABG37",57.6,13,0.66,18.52,32,593
"659","ABG28E1L1I2","INB0027","ABG28E1L1","ABG28E1","ABG28",68.4,13,0.41,0.01,32,0
"660","ABG02E1L1I2","INB0027","ABG02E1L1","ABG02E1","ABG02",92.4,13,1.35,28.54,32,913
"661","ABG11E1L1I2","INB0027","ABG11E1L1","ABG11E1","ABG11",82.1,13,3.44,164.08,32,5250
"662","AAL73E1L1I2","INB0027","AAL73E1L1","AAL73E1","AAL73",58.6,13,0.57,18.25,32,584
"663","AAM10E1L1I2","INB0027","AAM10E1L1","AAM10E1","AAM10",165.6,13,4.93,52.53,32,1681
"664","AAM41E1L1I2","INB0027","AAM41E1L1","AAM41E1","AAM41",161.8,13,3.82,172.4,32,5517
"665","ADK29E1L1I2","INB0027","ADK29E1L1","ADK29E1","ADK29",81.6,13,19.09,323.73,32,10359
"666","ADK18E1L1I2","INB0027","ADK18E1L1","ADK18E1","ADK18",47,13,0.51,15.06,32,482
"667","ADJ98E1L1I2","INB0027","ADJ98E1L1","ADJ98E1","ADJ98",101.8,13,0.27,9.19,32,294
"668","ADM62E1L1I2","INB0027","ADM62E1L1","ADM62E1","ADM62",190.1,13,4.01,221.97,32,7103
"669","ADF01E1L1I2","INB0027","ADF01E1L1","ADF01E1","ADF01",67,13,0.89,12.41,32,397
"670","ADA31E1L1I2","INB0027","ADA31E1L1","ADA31E1","ADA31",38.4,13,1.27,8.83,32,283
"671","AAL47E1L1I2","INB0027","AAL47E1L1","AAL47E1","AAL47",158.4,13,1.88,19.93,32,638
"672","ABG64E1L1I2","INB0027","ABG64E1L1","ABG64E1","ABG64",276,16,1.03,11.59,32,371
"673","AAM59E1L1I2","INB0027","AAM59E1L1","AAM59E1","AAM59",33.8,16,0.24,17.78,32,569
"674","ADK21E1L1I2","INB0027","ADK21E1L1","ADK21E1","ADK21",57.6,16,12.09,358.6,32,11475
"675","ADK03E1L1I2","INB0027","ADK03E1L1","ADK03E1","ADK03",29.8,16,8.07,498.61,32,15955
"676","ADM46E1L1I2","INB0027","ADM46E1L1","ADM46E1","ADM46",30,16,4.31,381.75,32,12216
"677","ACZ58E1L1I2","INB0027","ACZ58E1L1","ACZ58E1","ACZ58",54.2,16,11.13,384.68,32,12310
"678","ACZ48E1L1I2","INB0027","ACZ48E1L1","ACZ48E1","ACZ48",38.4,16,25.67,465.93,32,14910
"679","ACZ34E1L1I2","INB0027","ACZ34E1L1","ACZ34E1","ACZ34",50.2,16,0.55,37.55,32,1202
"680","ACB37E1L1I2","INB0027","ACB37E1L1","ACB37E1","ACB37",43.4,16,7.6,157.09,32,5027
"681","ADF33E1L1I2","INB0027","ADF33E1L1","ADF33E1","ADF33",29.3,19,5.35,15.31,32,490
"682","ADF10E1L1I2","INB0027","ADF10E1L1","ADF10E1","ADF10",32.2,19,8.11,11.86,32,380
"683","ADF30E1L1I2","INB0027","ADF30E1L1","ADF30E1","ADF30",4.5,19,16.04,10.43,32,334
"684","ADF26E1L1I2","INB0027","ADF26E1L1","ADF26E1","ADF26",49,19,3.98,129.25,32,4136
"685","ACZ32E1L1I2","INB0027","ACZ32E1L1","ACZ32E1","ACZ32",29.8,19,59.21,451.64,32,14452
"686","ADA10E1L1I2","INB0027","ADA10E1L1","ADA10E1","ADA10",28.3,19,0.1,1.17,32,37
"687","ACB36E1L1I2","INB0027","ACB36E1L1","ACB36E1","ACB36",33.8,19,45.63,244.41,32,7821
"688","AAM36E1L1I2","INB0027","AAM36E1L1","AAM36E1","AAM36",193.2,19,16.93,2.13,32,68
"689","C1_EXB0013E1L1I2","INB0027","C1_EXB0013E1L1","C1_EXB0013E1","C1_EXB0013",0,19,12.6,0.59,32,19
"690","BATC14E1L1I2","INB0026","BATC14E1L1","BATC14E1","BATC14",192,7,1.22,1.9,32,61
"691","BATC20E1L1I2","INB0026","BATC20E1L1","BATC20E1","BATC20",181,7,0.9,3.34,32,107
"692","BATC11E1L1I2","INB0026","BATC11E1L1","BATC11E1","BATC11",195.8,7,1.61,3.48,32,111
"693","BATA17E1L1I2","INB0026","BATA17E1L1","BATA17E1","BATA17",191.6,7,2.52,6.65,32,213
"694","BATC05E1L1I2","INB0026","BATC05E1L1","BATC05E1","BATC05",187.2,7,0.76,3.98,32,127
"695","BATA01E1L1I2","INB0026","BATA01E1L1","BATA01E1","BATA01",186,7,1.35,2.75,32,88
"696","BATA19E1L1I2","INB0026","BATA19E1L1","BATA19E1","BATA19",159.4,10,1.89,8.1,32,259
"697","BATA05E1L1I2","INB0026","BATA05E1L1","BATA05E1","BATA05",195,10,1.79,11.89,32,380
"698","BATC12E1L1I2","INB0026","BATC12E1L1","BATC12E1","BATC12",192.5,10,1.61,18.86,32,604
"699","BATC07E1L1I2","INB0026","BATC07E1L1","BATC07E1","BATC07",197.6,10,1.31,12.05,32,385
"700","BATC02E1L1I2","INB0026","BATC02E1L1","BATC02E1","BATC02",193,10,1.57,11.85,32,379
"701","BATA06E1L1I2","INB0026","BATA06E1L1","BATA06E1","BATA06",196.8,10,1.7,12.47,32,399
"702","BATA07E1L1I2","INB0026","BATA07E1L1","BATA07E1","BATA07",192.4,10,1.9,9.96,32,319
"703","BATA08E1L1I2","INB0026","BATA08E1L1","BATA08E1","BATA08",199.8,10,1.83,12.35,32,395
"704","BATC17E1L1I2","INB0026","BATC17E1L1","BATC17E1","BATC17",197.3,10,1.4,10.55,32,338
"705","BATA13E1L1I2","INB0026","BATA13E1L1","BATA13E1","BATA13",181.4,10,0.64,11.46,32,367
"706","BATB12E1L1I2","INB0026","BATB12E1L1","BATB12E1","BATB12",54.7,10,2.95,7.44,32,238
"707","BATC04E1L1I2","INB0026","BATC04E1L1","BATC04E1","BATC04",290,10,1.38,18.75,32,600
"708","BATC18E1L1I2","INB0026","BATC18E1L1","BATC18E1","BATC18",196.2,10,1.97,13.98,32,447
"709","BATA18E1L1I2","INB0026","BATA18E1L1","BATA18E1","BATA18",187,10,1.21,4.26,32,136
"710","BATB13E1L1I2","INB0026","BATB13E1L1","BATB13E1","BATB13",44.4,10,1.15,4.74,32,152
"711","BATA20E1L1I2","INB0026","BATA20E1L1","BATA20E1","BATA20",196.8,10,1.6,10.95,32,350
"712","BATB11E1L1I2","INB0026","BATB11E1L1","BATB11E1","BATB11",43.7,10,3.76,17.67,32,566
"713","BATB10E1L1I2","INB0026","BATB10E1L1","BATB10E1","BATB10",22.1,10,2.36,5.98,32,191
"714","BATB17E1L1I2","INB0026","BATB17E1L1","BATB17E1","BATB17",44.4,13,5.17,14.96,32,479
"715","BATB16E1L1I2","INB0026","BATB16E1L1","BATB16E1","BATB16",43.2,13,3.24,14.05,32,450
"716","BATB05E1L1I2","INB0026","BATB05E1L1","BATB05E1","BATB05",33.6,13,2.82,14.74,32,472
"717","BATB07E1L1I2","INB0026","BATB07E1L1","BATB07E1","BATB07",16.3,13,2.88,10.93,32,350
"718","BATB04E1L1I2","INB0026","BATB04E1L1","BATB04E1","BATB04",15.4,13,0.44,0.53,32,17
"719","BATB03E1L1I2","INB0026","BATB03E1L1","BATB03E1","BATB03",17.5,13,2.32,7.38,32,236
"720","C1_EXB0012E1L1I2","INB0026","C1_EXB0012E1L1","C1_EXB0012E1","C1_EXB0012",0,19,1.05,0.48,32,15
"721","AFV48E1L1I1","INB0028","AFV48E1L1","AFV48E1","AFV48",152.2,7,1.17,14.54,35,509
"722","AFV39E1L1I1","INB0028","AFV39E1L1","AFV39E1","AFV39",134.8,7,1.46,16.02,35,561
"723","AFW28E1L1I1","INB0028","AFW28E1L1","AFW28E1","AFW28",200,7,1.52,14.43,35,505
"724","AFW32E1L1I1","INB0028","AFW32E1L1","AFW32E1","AFW32",200,7,1.27,11.01,35,385
"725","ACJ41E1L1I1","INB0028","ACJ41E1L1","ACJ41E1","ACJ41",200,7,1.62,14.9,35,521
"726","AFW18E1L1I1","INB0028","AFW18E1L1","AFW18E1","AFW18",200,7,1.38,12.95,35,453
"727","AFV57E1L1I1","INB0028","AFV57E1L1","AFV57E1","AFV57",62.2,7,0.67,7.53,35,264
"728","AFW30E1L1I1","INB0028","AFW30E1L1","AFW30E1","AFW30",73.8,7,0.93,7.37,35,258
"729","AFW26E1L1I1","INB0028","AFW26E1L1","AFW26E1","AFW26",21.6,7,0.85,3,35,105
"730","AFN38E1L1I1","INB0028","AFN38E1L1","AFN38E1","AFN38",24.4,7,0.63,3.57,35,125
"731","AFN36E1L1I1","INB0028","AFN36E1L1","AFN36E1","AFN36",8.4,10,0.36,4.59,35,161
"732","AFN07E1L1I1","INB0028","AFN07E1L1","AFN07E1","AFN07",11.7,10,2.4,10.21,35,357
"733","ACJ47E1L1I1","INB0028","ACJ47E1L1","ACJ47E1","ACJ47",7.7,10,2.06,2.63,35,92
"734","ACJ61E1L1I1","INB0028","ACJ61E1L1","ACJ61E1","ACJ61",3.4,10,1.46,4.42,35,155
"735","AFN09E1L1I1","INB0028","AFN09E1L1","AFN09E1","AFN09",3.6,10,0.74,1.98,35,69
"736","C1_EXB0022E1L1I1","INB0028","C1_EXB0022E1L1","C1_EXB0022E1","C1_EXB0022",0,19,0.94,0.13,35,4
"737","AA83E1L1I1","INB0029","AA83E1L1","AA83E1","AA83",200,7,0.88,19.77,35,692
"738","AA86E1L1I1","INB0029","AA86E1L1","AA86E1","AA86",200,7,1.86,27.18,35,951
"739","ADV27E1L1I1","INB0029","ADV27E1L1","ADV27E1","ADV27",200,7,0.6,26.39,35,924
"740","AA02E1L1I1","INB0029","AA02E1L1","AA02E1","AA02",157.4,7,1.34,19.13,35,670
"741","AA17E1L1I1","INB0029","AA17E1L1","AA17E1","AA17",200,7,0.78,20.4,35,714
"742","AA89E1L1I1","INB0029","AA89E1L1","AA89E1","AA89",166.8,7,0.79,21.95,35,768
"743","AA95E1L1I1","INB0029","AA95E1L1","AA95E1","AA95",200,7,1.18,17.68,35,619
"744","AAA17E1L1I1","INB0029","AAA17E1L1","AAA17E1","AAA17",200,7,0.98,18.08,35,633
